year,location,type_of_crime,incidents,rate_per_100k
2016,Northwest Territories ,Facilitate terrorist activit,0,0
2016,Northwest Territories ,Firearms related crime,15,33.6
2016,Northwest Territories ,Fraud,132,295.64
2016,Northwest Territories ,Homicide,3,6.72
2016,Northwest Territories ,Impaired driving,662,1482.68
2016,Northwest Territories ,Motor vehicle theft,234,524.09
2016,Northwest Territories ,Prostitution,1,2.24
2016,Northwest Territories ,Public incitement of hatred,0,0
2016,Northwest Territories ,Robbery,31,69.43
2016,Northwest Territories ,Sexual violations against children,38,85.11
2016,Northwest Territories ,"Theft over $5,000",17,38.07
2016,Northwest Territories ,"Theft under $5,000",864,1935.09
2016,Northwest Territories ,Trespass,9,20.16
2016,Northwest Territories ,Weapons violations,63,141.1
2016,Nova Scotia ,Attempted murder,28,2.97
2016,Nova Scotia ,Child pornography,37,3.92
2016,Nova Scotia ,Counterfeiting,0,0
2016,Nova Scotia ,Drug violations,2758,292.54
2016,Nova Scotia ,Facilitate terrorist activit,0,0
2016,Nova Scotia ,Firearms related crime,46,4.88
2016,Nova Scotia ,Fraud,2820,299.11
2016,Nova Scotia ,Homicide,13,1.38
2016,Nova Scotia ,Impaired driving,2500,265.17
2016,Nova Scotia ,Motor vehicle theft,915,97.05
2016,Nova Scotia ,Prostitution,3,0.32
2016,Nova Scotia ,Public incitement of hatred,4,0.42
2016,Nova Scotia ,Robbery,271,28.74
2016,Nova Scotia ,Sexual violations against children,219,23.23
2016,Nova Scotia ,"Theft over $5,000",235,24.93
2016,Nova Scotia ,"Theft under $5,000",11583,1228.59
2016,Nova Scotia ,Trespass,164,17.4
2016,Nova Scotia ,Weapons violations,469,49.75
2016,Nunavut ,Attempted murder,9,24.34
2016,Nunavut ,Child pornography,0,0
2016,Nunavut ,Counterfeiting,2,5.41
2016,Nunavut ,Drug violations,203,549.02
2016,Nunavut ,Facilitate terrorist activit,0,0
2016,Nunavut ,Firearms related crime,22,59.5
2016,Nunavut ,Fraud,79,213.66
2016,Nunavut ,Homicide,1,2.7
2016,Nunavut ,Impaired driving,240,649.09
2016,Nunavut ,Motor vehicle theft,120,324.54
2016,Nunavut ,Prostitution,0,0
2016,Nunavut ,Public incitement of hatred,0,0
2016,Nunavut ,Robbery,10,27.05
2016,Nunavut ,Sexual violations against children,103,278.57
2016,Nunavut ,"Theft over $5,000",10,27.05
2016,Nunavut ,"Theft under $5,000",269,727.52
2016,Nunavut ,Trespass,3,8.11
2016,Nunavut ,Weapons violations,55,148.75
2016,Ontario ,Attempted murder,261,1.88
2016,Ontario ,Child pornography,517,3.73
2016,Ontario ,Counterfeiting,257,1.85
2016,Ontario ,Drug violations,25278,182.18
2016,Ontario ,Facilitate terrorist activit,5,0.04
2016,Ontario ,Firearms related crime,815,5.87
2016,Ontario ,Fraud,41490,299.02
2016,Ontario ,Homicide,206,1.48
2016,Ontario ,Impaired driving,14798,106.65
2016,Ontario ,Motor vehicle theft,17241,124.26
2016,Ontario ,Prostitution,91,0.66
2016,Ontario ,Public incitement of hatred,8,0.06
2016,Ontario ,Robbery,8275,59.64
2016,Ontario ,Sexual violations against children,2028,14.62
2016,Ontario ,"Theft over $5,000",4532,32.66
2016,Ontario ,"Theft under $5,000",155335,1119.5
2016,Ontario ,Trespass,692,4.99
2016,Ontario ,Weapons violations,3968,28.6
2016,Prince Edward Island ,Attempted murder,0,0
2016,Prince Edward Island ,Child pornography,20,13.61
2016,Prince Edward Island ,Counterfeiting,2,1.36
2016,Prince Edward Island ,Drug violations,281,191.2
2016,Prince Edward Island ,Facilitate terrorist activit,0,0
2016,Prince Edward Island ,Firearms related crime,7,4.76
2016,Prince Edward Island ,Fraud,580,394.64
2016,Prince Edward Island ,Homicide,0,0
2016,Prince Edward Island ,Impaired driving,486,330.68
2016,Prince Edward Island ,Motor vehicle theft,91,61.92
2016,Prince Edward Island ,Prostitution,0,0
2016,Prince Edward Island ,Public incitement of hatred,1,0.68
2016,Prince Edward Island ,Robbery,18,12.25
2016,Prince Edward Island ,Sexual violations against children,34,23.13
2016,Prince Edward Island ,"Theft over $5,000",31,21.09
2016,Prince Edward Island ,"Theft under $5,000",1899,1292.11
2016,Prince Edward Island ,Trespass,58,39.46
2016,Prince Edward Island ,Weapons violations,26,17.69
2016,Quebec ,Attempted murder,189,2.3
2016,Quebec ,Child pornography,266,3.23
2016,Quebec ,Counterfeiting,101,1.23
2016,Quebec ,Drug violations,24774,301.17
2016,Quebec ,Facilitate terrorist activit,0,0
2016,Quebec ,Firearms related crime,368,4.47
2016,Quebec ,Fraud,15124,183.86
2016,Quebec ,Homicide,67,0.81
2016,Quebec ,Impaired driving,15684,190.66
2016,Quebec ,Motor vehicle theft,11931,145.04
2016,Quebec ,Prostitution,9,0.11
2016,Quebec ,Public incitement of hatred,22,0.27
2016,Quebec ,Robbery,3739,45.45
2016,Quebec ,Sexual violations against children,2054,24.97
2016,Quebec ,"Theft over $5,000",3020,36.71
2016,Quebec ,"Theft under $5,000",59003,717.28
2016,Quebec ,Trespass,324,3.94
2016,Quebec ,Weapons violations,1750,21.27
2016,Saskatchewan ,Attempted murder,65,5.72
2016,Saskatchewan ,Child pornography,75,6.6
2016,Saskatchewan ,Counterfeiting,15,1.32
2016,Saskatchewan ,Drug violations,3476,305.99
2016,Saskatchewan ,Facilitate terrorist activit,1,0.09
2016,Saskatchewan ,Firearms related crime,236,20.77
2016,Saskatchewan ,Fraud,6488,571.13
2016,Saskatchewan ,Homicide,54,4.75
2016,Saskatchewan ,Impaired driving,6381,561.71
2016,Saskatchewan ,Motor vehicle theft,5654,497.72
2016,Saskatchewan ,Prostitution,3,0.26
2016,Saskatchewan ,Public incitement of hatred,5,0.44
2016,Saskatchewan ,Robbery,1009,88.82
2016,Saskatchewan ,Sexual violations against children,384,33.8
2016,Saskatchewan ,"Theft over $5,000",631,55.55
2016,Saskatchewan ,"Theft under $5,000",21690,1909.35
2016,Saskatchewan ,Trespass,107,9.42
2016,Saskatchewan ,Weapons violations,1336,117.61
2016,Yukon ,Attempted murder,2,5.19
2016,Yukon ,Child pornography,4,10.38
2016,Yukon ,Counterfeiting,0,0
2016,Yukon ,Drug violations,172,446.21
2016,Yukon ,Facilitate terrorist activit,0,0
2016,Yukon ,Firearms related crime,11,28.54
2016,Yukon ,Fraud,181,469.56
2016,Yukon ,Homicide,4,10.38
2016,Yukon ,Impaired driving,328,850.91
2016,Yukon ,Motor vehicle theft,173,448.8
2016,Yukon ,Prostitution,0,0
2016,Yukon ,Public incitement of hatred,1,2.59
2016,Yukon ,Robbery,24,62.26
2016,Yukon ,Sexual violations against children,21,54.48
2016,Yukon ,"Theft over $5,000",25,64.86
2016,Yukon ,"Theft under $5,000",891,2311.46
2016,Yukon ,Trespass,4,10.38
2016,Yukon ,Weapons violations,31,80.42
2017,Alberta ,Attempted murder,60,1.41
2017,Alberta ,Child pornography,312,7.36
2017,Alberta ,Counterfeiting,221,5.21
2017,Alberta ,Drug violations,11457,270.14
2017,Alberta ,Facilitate terrorist activit,2,0.05
2017,Alberta ,Firearms related crime,492,11.6
2017,Alberta ,Fraud,19918,469.64
2017,Alberta ,Homicide,119,2.81
2017,Alberta ,Impaired driving,11678,275.35
2017,Alberta ,Motor vehicle theft,24883,586.71
2017,Alberta ,Prostitution,30,0.71
2017,Alberta ,Public incitement of hatred,14,0.33
2017,Alberta ,Robbery,3263,76.94
2017,Alberta ,Sexual violations against children,931,21.95
2017,Alberta ,"Theft over $5,000",3582,84.46
2017,Alberta ,"Theft under $5,000",93314,2200.23
2017,Alberta ,Trespass,389,9.17
2017,Alberta ,Weapons violations,2954,69.65
2017,British Columbia ,Attempted murder,115,2.33
2017,British Columbia ,Child pornography,1615,32.76
2017,British Columbia ,Counterfeiting,156,3.16
2017,British Columbia ,Drug violations,19933,404.37
2017,British Columbia ,Facilitate terrorist activit,1,0.02
2017,British Columbia ,Firearms related crime,258,5.23
2017,British Columbia ,Fraud,17863,362.38
2017,British Columbia ,Homicide,119,2.41
2017,British Columbia ,Impaired driving,11130,225.79
2017,British Columbia ,Motor vehicle theft,14484,293.83
2017,British Columbia ,Prostitution,20,0.41
2017,British Columbia ,Public incitement of hatred,17,0.34
2017,British Columbia ,Robbery,2487,50.45
2017,British Columbia ,Sexual violations against children,986,20
2017,British Columbia ,"Theft over $5,000",3531,71.63
2017,British Columbia ,"Theft under $5,000",117184,2377.25
2017,British Columbia ,Trespass,733,14.87
2017,British Columbia ,Weapons violations,3090,62.69
2017,Manitoba ,Attempted murder,41,3.07
2017,Manitoba ,Child pornography,83,6.22
2017,Manitoba ,Counterfeiting,34,2.55
2017,Manitoba ,Drug violations,2840,212.77
2017,Manitoba ,Facilitate terrorist activit,0,0
2017,Manitoba ,Firearms related crime,186,13.93
2017,Manitoba ,Fraud,3744,280.49
2017,Manitoba ,Homicide,47,3.52
2017,Manitoba ,Impaired driving,3615,270.83
2017,Manitoba ,Motor vehicle theft,4170,312.41
2017,Manitoba ,Prostitution,5,0.37
2017,Manitoba ,Public incitement of hatred,2,0.15
2017,Manitoba ,Robbery,2360,176.81
2017,Manitoba ,Sexual violations against children,526,39.41
2017,Manitoba ,"Theft over $5,000",496,37.16
2017,Manitoba ,"Theft under $5,000",20500,1535.82
2017,Manitoba ,Trespass,45,3.37
2017,Manitoba ,Weapons violations,1388,103.99
2017,New Brunswick ,Attempted murder,6,0.78
2017,New Brunswick ,Child pornography,127,16.57
2017,New Brunswick ,Counterfeiting,13,1.7
2017,New Brunswick ,Drug violations,1782,232.45
2017,New Brunswick ,Facilitate terrorist activit,0,0
2017,New Brunswick ,Firearms related crime,58,7.57
2017,New Brunswick ,Fraud,2830,369.15
2017,New Brunswick ,Homicide,10,1.3
2017,New Brunswick ,Impaired driving,1801,234.93
2017,New Brunswick ,Motor vehicle theft,1201,156.66
2017,New Brunswick ,Prostitution,9,1.17
2017,New Brunswick ,Public incitement of hatred,0,0
2017,New Brunswick ,Robbery,211,27.52
2017,New Brunswick ,Sexual violations against children,178,23.22
2017,New Brunswick ,"Theft over $5,000",250,32.61
2017,New Brunswick ,"Theft under $5,000",8105,1057.24
2017,New Brunswick ,Trespass,217,28.31
2017,New Brunswick ,Weapons violations,259,33.78
2017,Newfoundland and Labrador,Attempted murder,5,0.95
2017,Newfoundland and Labrador,Child pornography,58,10.98
2017,Newfoundland and Labrador,Counterfeiting,9,1.7
2017,Newfoundland and Labrador,Drug violations,1012,191.58
2017,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2017,Newfoundland and Labrador,Firearms related crime,39,7.38
2017,Newfoundland and Labrador,Fraud,1268,240.04
2017,Newfoundland and Labrador,Homicide,4,0.76
2017,Newfoundland and Labrador,Impaired driving,1411,267.11
2017,Newfoundland and Labrador,Motor vehicle theft,498,94.27
2017,Newfoundland and Labrador,Prostitution,0,0
2017,Newfoundland and Labrador,Public incitement of hatred,0,0
2017,Newfoundland and Labrador,Robbery,185,35.02
2017,Newfoundland and Labrador,Sexual violations against children,137,25.93
2017,Newfoundland and Labrador,"Theft over $5,000",208,39.38
2017,Newfoundland and Labrador,"Theft under $5,000",4554,862.09
2017,Newfoundland and Labrador,Trespass,38,7.19
2017,Newfoundland and Labrador,Weapons violations,220,41.65
2017,Northwest Territories ,Attempted murder,1,2.23
2017,Northwest Territories ,Child pornography,4,8.91
2017,Northwest Territories ,Counterfeiting,1,2.23
2017,Northwest Territories ,Drug violations,387,862.09
2017,Northwest Territories ,Facilitate terrorist activit,0,0
2017,Northwest Territories ,Firearms related crime,11,24.5
2017,Northwest Territories ,Fraud,120,267.31
2017,Northwest Territories ,Homicide,2,4.46
2017,Northwest Territories ,Impaired driving,995,2216.48
2017,Northwest Territories ,Motor vehicle theft,175,389.83
2017,Northwest Territories ,Prostitution,0,0
2017,Northwest Territories ,Public incitement of hatred,1,2.23
2017,Northwest Territories ,Robbery,30,66.83
2017,Northwest Territories ,Sexual violations against children,55,122.52
2017,Northwest Territories ,"Theft over $5,000",19,42.32
2017,Northwest Territories ,"Theft under $5,000",823,1833.33
2017,Northwest Territories ,Trespass,8,17.82
2017,Northwest Territories ,Weapons violations,75,167.07
2017,Nova Scotia ,Attempted murder,27,2.84
2017,Nova Scotia ,Child pornography,194,20.42
2017,Nova Scotia ,Counterfeiting,9,0.95
2017,Nova Scotia ,Drug violations,2656,279.55
2017,Nova Scotia ,Facilitate terrorist activit,0,0
2017,Nova Scotia ,Firearms related crime,48,5.05
2017,Nova Scotia ,Fraud,3652,384.38
2017,Nova Scotia ,Homicide,21,2.21
2017,Nova Scotia ,Impaired driving,2543,267.65
2017,Nova Scotia ,Motor vehicle theft,925,97.36
2017,Nova Scotia ,Prostitution,5,0.53
2017,Nova Scotia ,Public incitement of hatred,2,0.21
2017,Nova Scotia ,Robbery,309,32.52
2017,Nova Scotia ,Sexual violations against children,254,26.73
2017,Nova Scotia ,"Theft over $5,000",320,33.68
2017,Nova Scotia ,"Theft under $5,000",11788,1240.7
2017,Nova Scotia ,Trespass,212,22.31
2017,Nova Scotia ,Weapons violations,458,48.21
2017,Nunavut ,Attempted murder,2,5.33
2017,Nunavut ,Child pornography,1,2.66
2017,Nunavut ,Counterfeiting,3,7.99
2017,Nunavut ,Drug violations,144,383.53
2017,Nunavut ,Facilitate terrorist activit,0,0
2017,Nunavut ,Firearms related crime,29,77.24
2017,Nunavut ,Fraud,54,143.82
2017,Nunavut ,Homicide,6,15.98
2017,Nunavut ,Impaired driving,376,1001.44
2017,Nunavut ,Motor vehicle theft,114,303.63
2017,Nunavut ,Prostitution,0,0
2017,Nunavut ,Public incitement of hatred,0,0
2017,Nunavut ,Robbery,15,39.95
2017,Nunavut ,Sexual violations against children,82,218.4
2017,Nunavut ,"Theft over $5,000",16,42.61
2017,Nunavut ,"Theft under $5,000",349,929.53
2017,Nunavut ,Trespass,4,10.65
2017,Nunavut ,Weapons violations,55,146.49
2017,Ontario ,Attempted murder,287,2.04
2017,Ontario ,Child pornography,1255,8.92
2017,Ontario ,Counterfeiting,326,2.32
2017,Ontario ,Drug violations,24022,170.73
2017,Ontario ,Facilitate terrorist activit,0,0
2017,Ontario ,Firearms related crime,917,6.52
2017,Ontario ,Fraud,42181,299.79
2017,Ontario ,Homicide,197,1.4
2017,Ontario ,Impaired driving,14393,102.29
2017,Ontario ,Motor vehicle theft,20184,143.45
2017,Ontario ,Prostitution,44,0.31
2017,Ontario ,Public incitement of hatred,29,0.21
2017,Ontario ,Robbery,9266,65.86
2017,Ontario ,Sexual violations against children,2111,15
2017,Ontario ,"Theft over $5,000",5088,36.16
2017,Ontario ,"Theft under $5,000",166577,1183.9
2017,Ontario ,Trespass,812,5.77
2017,Ontario ,Weapons violations,4039,28.71
2017,Prince Edward Island ,Attempted murder,2,1.33
2017,Prince Edward Island ,Child pornography,9,5.98
2017,Prince Edward Island ,Counterfeiting,1,0.66
2017,Prince Edward Island ,Drug violations,229,152.26
2017,Prince Edward Island ,Facilitate terrorist activit,1,0.66
2017,Prince Edward Island ,Firearms related crime,6,3.99
2017,Prince Edward Island ,Fraud,471,313.16
2017,Prince Edward Island ,Homicide,2,1.33
2017,Prince Edward Island ,Impaired driving,428,284.57
2017,Prince Edward Island ,Motor vehicle theft,74,49.2
2017,Prince Edward Island ,Prostitution,0,0
2017,Prince Edward Island ,Public incitement of hatred,0,0
2017,Prince Edward Island ,Robbery,18,11.97
2017,Prince Edward Island ,Sexual violations against children,28,18.62
2017,Prince Edward Island ,"Theft over $5,000",23,15.29
2017,Prince Edward Island ,"Theft under $5,000",1589,1056.5
2017,Prince Edward Island ,Trespass,29,19.28
2017,Prince Edward Island ,Weapons violations,27,17.95
2017,Quebec ,Attempted murder,231,2.78
2017,Quebec ,Child pornography,744,8.96
2017,Quebec ,Counterfeiting,130,1.57
2017,Quebec ,Drug violations,25018,301.35
2017,Quebec ,Facilitate terrorist activit,1,0.01
2017,Quebec ,Firearms related crime,361,4.35
2017,Quebec ,Fraud,15384,185.3
2017,Quebec ,Homicide,93,1.12
2017,Quebec ,Impaired driving,14096,169.79
2017,Quebec ,Motor vehicle theft,12894,155.31
2017,Quebec ,Prostitution,6,0.07
2017,Quebec ,Public incitement of hatred,56,0.67
2017,Quebec ,Robbery,3649,43.95
2017,Quebec ,Sexual violations against children,2519,30.34
2017,Quebec ,"Theft over $5,000",3088,37.2
2017,Quebec ,"Theft under $5,000",58429,703.79
2017,Quebec ,Trespass,283,3.41
2017,Quebec ,Weapons violations,1741,20.97
2017,Saskatchewan ,Attempted murder,42,3.65
2017,Saskatchewan ,Child pornography,127,11.04
2017,Saskatchewan ,Counterfeiting,36,3.13
2017,Saskatchewan ,Drug violations,3310,287.74
2017,Saskatchewan ,Facilitate terrorist activit,1,0.09
2017,Saskatchewan ,Firearms related crime,354,30.77
2017,Saskatchewan ,Fraud,5503,478.38
2017,Saskatchewan ,Homicide,38,3.3
2017,Saskatchewan ,Impaired driving,6158,535.32
2017,Saskatchewan ,Motor vehicle theft,5379,467.6
2017,Saskatchewan ,Prostitution,3,0.26
2017,Saskatchewan ,Public incitement of hatred,1,0.09
2017,Saskatchewan ,Robbery,1026,89.19
2017,Saskatchewan ,Sexual violations against children,453,39.38
2017,Saskatchewan ,"Theft over $5,000",614,53.38
2017,Saskatchewan ,"Theft under $5,000",21047,1829.65
2017,Saskatchewan ,Trespass,124,10.78
2017,Saskatchewan ,Weapons violations,1542,134.05
2017,Yukon ,Attempted murder,2,5.04
2017,Yukon ,Child pornography,4,10.08
2017,Yukon ,Counterfeiting,0,0
2017,Yukon ,Drug violations,196,494.09
2017,Yukon ,Facilitate terrorist activit,0,0
2017,Yukon ,Firearms related crime,7,17.65
2017,Yukon ,Fraud,178,448.71
2017,Yukon ,Homicide,8,20.17
2017,Yukon ,Impaired driving,484,1220.1
2017,Yukon ,Motor vehicle theft,134,337.8
2017,Yukon ,Prostitution,0,0
2017,Yukon ,Public incitement of hatred,0,0
2017,Yukon ,Robbery,12,30.25
2017,Yukon ,Sexual violations against children,16,40.33
2017,Yukon ,"Theft over $5,000",30,75.63
2017,Yukon ,"Theft under $5,000",926,2334.32
2017,Yukon ,Trespass,4,10.08
2017,Yukon ,Weapons violations,22,55.46
2018,Alberta ,Attempted murder,53,1.23
2018,Alberta ,Child pornography,548,12.75
2018,Alberta ,Counterfeiting,177,4.12
2018,Alberta ,Drug violations,10567,245.84
2018,Alberta ,Facilitate terrorist activit,1,0.02
2018,Alberta ,Firearms related crime,517,12.03
2018,Alberta ,Fraud,22414,521.47
2018,Alberta ,Homicide,81,1.88
2018,Alberta ,Impaired driving,12438,289.37
2018,Alberta ,Motor vehicle theft,23534,547.52
2018,Alberta ,Prostitution,8,0.19
2018,Alberta ,Public incitement of hatred,9,0.21
2018,Alberta ,Robbery,3491,81.22
2018,Alberta ,Sexual violations against children,1181,27.48
2018,Alberta ,"Theft over $5,000",4025,93.64
2018,Alberta ,"Theft under $5,000",92686,2156.35
2018,Alberta ,Trespass,402,9.35
2018,Alberta ,Weapons violations,2941,68.42
2018,British Columbia ,Attempted murder,88,1.76
2018,British Columbia ,Child pornography,1596,31.85
2018,British Columbia ,Counterfeiting,172,3.43
2018,British Columbia ,Drug violations,19244,384.08
2018,British Columbia ,Facilitate terrorist activit,1,0.02
2018,British Columbia ,Firearms related crime,201,4.01
2018,British Columbia ,Fraud,20239,403.93
2018,British Columbia ,Homicide,90,1.8
2018,British Columbia ,Impaired driving,12319,245.86
2018,British Columbia ,Motor vehicle theft,12594,251.35
2018,British Columbia ,Prostitution,26,0.52
2018,British Columbia ,Public incitement of hatred,11,0.22
2018,British Columbia ,Robbery,2482,49.54
2018,British Columbia ,Sexual violations against children,1134,22.63
2018,British Columbia ,"Theft over $5,000",4564,91.09
2018,British Columbia ,"Theft under $5,000",121209,2419.11
2018,British Columbia ,Trespass,850,16.96
2018,British Columbia ,Weapons violations,3284,65.54
2018,Manitoba ,Attempted murder,36,2.66
2018,Manitoba ,Child pornography,77,5.69
2018,Manitoba ,Counterfeiting,32,2.37
2018,Manitoba ,Drug violations,2590,191.45
2018,Manitoba ,Facilitate terrorist activit,0,0
2018,Manitoba ,Firearms related crime,201,14.86
2018,Manitoba ,Fraud,4643,343.21
2018,Manitoba ,Homicide,55,4.07
2018,Manitoba ,Impaired driving,3358,248.22
2018,Manitoba ,Motor vehicle theft,4705,347.79
2018,Manitoba ,Prostitution,2,0.15
2018,Manitoba ,Public incitement of hatred,5,0.37
2018,Manitoba ,Robbery,2671,197.44
2018,Manitoba ,Sexual violations against children,590,43.61
2018,Manitoba ,"Theft over $5,000",560,41.39
2018,Manitoba ,"Theft under $5,000",25025,1849.83
2018,Manitoba ,Trespass,41,3.03
2018,Manitoba ,Weapons violations,1507,111.4
2018,New Brunswick ,Attempted murder,9,1.17
2018,New Brunswick ,Child pornography,128,16.62
2018,New Brunswick ,Counterfeiting,57,7.4
2018,New Brunswick ,Drug violations,1645,213.55
2018,New Brunswick ,Facilitate terrorist activit,0,0
2018,New Brunswick ,Firearms related crime,85,11.03
2018,New Brunswick ,Fraud,3601,467.48
2018,New Brunswick ,Homicide,13,1.69
2018,New Brunswick ,Impaired driving,1851,240.3
2018,New Brunswick ,Motor vehicle theft,1338,173.7
2018,New Brunswick ,Prostitution,29,3.76
2018,New Brunswick ,Public incitement of hatred,0,0
2018,New Brunswick ,Robbery,204,26.48
2018,New Brunswick ,Sexual violations against children,192,24.93
2018,New Brunswick ,"Theft over $5,000",249,32.33
2018,New Brunswick ,"Theft under $5,000",8261,1072.44
2018,New Brunswick ,Trespass,198,25.7
2018,New Brunswick ,Weapons violations,266,34.53
2018,Newfoundland and Labrador,Attempted murder,4,0.76
2018,Newfoundland and Labrador,Child pornography,70,13.32
2018,Newfoundland and Labrador,Counterfeiting,6,1.14
2018,Newfoundland and Labrador,Drug violations,891,169.53
2018,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2018,Newfoundland and Labrador,Firearms related crime,52,9.89
2018,Newfoundland and Labrador,Fraud,1605,305.39
2018,Newfoundland and Labrador,Homicide,2,0.38
2018,Newfoundland and Labrador,Impaired driving,1160,220.72
2018,Newfoundland and Labrador,Motor vehicle theft,491,93.42
2018,Newfoundland and Labrador,Prostitution,0,0
2018,Newfoundland and Labrador,Public incitement of hatred,0,0
2018,Newfoundland and Labrador,Robbery,215,40.91
2018,Newfoundland and Labrador,Sexual violations against children,122,23.21
2018,Newfoundland and Labrador,"Theft over $5,000",250,47.57
2018,Newfoundland and Labrador,"Theft under $5,000",4713,896.76
2018,Newfoundland and Labrador,Trespass,45,8.56
2018,Newfoundland and Labrador,Weapons violations,228,43.38
2018,Northwest Territories ,Attempted murder,1,2.22
2018,Northwest Territories ,Child pornography,6,13.34
2018,Northwest Territories ,Counterfeiting,1,2.22
2018,Northwest Territories ,Drug violations,280,622.49
2018,Northwest Territories ,Facilitate terrorist activit,0,0
2018,Northwest Territories ,Firearms related crime,14,31.12
2018,Northwest Territories ,Fraud,175,389.05
2018,Northwest Territories ,Homicide,6,13.34
2018,Northwest Territories ,Impaired driving,1035,2300.97
2018,Northwest Territories ,Motor vehicle theft,185,411.28
2018,Northwest Territories ,Prostitution,0,0
2018,Northwest Territories ,Public incitement of hatred,0,0
2018,Northwest Territories ,Robbery,39,86.7
2018,Northwest Territories ,Sexual violations against children,63,140.06
2018,Northwest Territories ,"Theft over $5,000",20,44.46
2018,Northwest Territories ,"Theft under $5,000",760,1689.6
2018,Northwest Territories ,Trespass,15,33.35
2018,Northwest Territories ,Weapons violations,64,142.28
2018,Nova Scotia ,Attempted murder,19,1.98
2018,Nova Scotia ,Child pornography,101,10.54
2018,Nova Scotia ,Counterfeiting,25,2.61
2018,Nova Scotia ,Drug violations,2015,210.24
2018,Nova Scotia ,Facilitate terrorist activit,0,0
2018,Nova Scotia ,Firearms related crime,46,4.8
2018,Nova Scotia ,Fraud,4338,452.63
2018,Nova Scotia ,Homicide,11,1.15
2018,Nova Scotia ,Impaired driving,2727,284.53
2018,Nova Scotia ,Motor vehicle theft,896,93.49
2018,Nova Scotia ,Prostitution,3,0.31
2018,Nova Scotia ,Public incitement of hatred,1,0.1
2018,Nova Scotia ,Robbery,314,32.76
2018,Nova Scotia ,Sexual violations against children,260,27.13
2018,Nova Scotia ,"Theft over $5,000",303,31.61
2018,Nova Scotia ,"Theft under $5,000",11819,1233.19
2018,Nova Scotia ,Trespass,232,24.21
2018,Nova Scotia ,Weapons violations,394,41.11
2018,Nunavut ,Attempted murder,8,20.97
2018,Nunavut ,Child pornography,2,5.24
2018,Nunavut ,Counterfeiting,1,2.62
2018,Nunavut ,Drug violations,104,272.66
2018,Nunavut ,Facilitate terrorist activit,0,0
2018,Nunavut ,Firearms related crime,26,68.16
2018,Nunavut ,Fraud,75,196.63
2018,Nunavut ,Homicide,8,20.97
2018,Nunavut ,Impaired driving,420,1101.12
2018,Nunavut ,Motor vehicle theft,102,267.41
2018,Nunavut ,Prostitution,0,0
2018,Nunavut ,Public incitement of hatred,0,0
2018,Nunavut ,Robbery,13,34.08
2018,Nunavut ,Sexual violations against children,88,230.71
2018,Nunavut ,"Theft over $5,000",16,41.95
2018,Nunavut ,"Theft under $5,000",317,831.08
2018,Nunavut ,Trespass,13,34.08
2018,Nunavut ,Weapons violations,49,128.46
2018,Ontario ,Attempted murder,378,2.64
2018,Ontario ,Child pornography,607,4.24
2018,Ontario ,Counterfeiting,361,2.52
2018,Ontario ,Drug violations,21188,148.08
2018,Ontario ,Facilitate terrorist activit,3,0.02
2018,Ontario ,Firearms related crime,940,6.57
2018,Ontario ,Fraud,49318,344.67
2018,Ontario ,Homicide,272,1.9
2018,Ontario ,Impaired driving,14225,99.42
2018,Ontario ,Motor vehicle theft,23943,167.33
2018,Ontario ,Prostitution,29,0.2
2018,Ontario ,Public incitement of hatred,17,0.12
2018,Ontario ,Robbery,8849,61.84
2018,Ontario ,Sexual violations against children,2278,15.92
2018,Ontario ,"Theft over $5,000",5899,41.23
2018,Ontario ,"Theft under $5,000",186259,1301.72
2018,Ontario ,Trespass,675,4.72
2018,Ontario ,Weapons violations,4392,30.69
2018,Prince Edward Island ,Attempted murder,1,0.65
2018,Prince Edward Island ,Child pornography,22,14.34
2018,Prince Edward Island ,Counterfeiting,1,0.65
2018,Prince Edward Island ,Drug violations,220,143.42
2018,Prince Edward Island ,Facilitate terrorist activit,0,0
2018,Prince Edward Island ,Firearms related crime,7,4.56
2018,Prince Edward Island ,Fraud,511,333.12
2018,Prince Edward Island ,Homicide,0,0
2018,Prince Edward Island ,Impaired driving,636,414.61
2018,Prince Edward Island ,Motor vehicle theft,127,82.79
2018,Prince Edward Island ,Prostitution,0,0
2018,Prince Edward Island ,Public incitement of hatred,1,0.65
2018,Prince Edward Island ,Robbery,21,13.69
2018,Prince Edward Island ,Sexual violations against children,36,23.47
2018,Prince Edward Island ,"Theft over $5,000",29,18.91
2018,Prince Edward Island ,"Theft under $5,000",1894,1234.71
2018,Prince Edward Island ,Trespass,45,29.34
2018,Prince Edward Island ,Weapons violations,33,21.51
2018,Quebec ,Attempted murder,186,2.21
2018,Quebec ,Child pornography,783,9.32
2018,Quebec ,Counterfeiting,199,2.37
2018,Quebec ,Drug violations,23139,275.41
2018,Quebec ,Facilitate terrorist activit,0,0
2018,Quebec ,Firearms related crime,434,5.17
2018,Quebec ,Fraud,16894,201.08
2018,Quebec ,Homicide,83,0.99
2018,Quebec ,Impaired driving,13930,165.8
2018,Quebec ,Motor vehicle theft,12432,147.97
2018,Quebec ,Prostitution,15,0.18
2018,Quebec ,Public incitement of hatred,32,0.38
2018,Quebec ,Robbery,3240,38.56
2018,Quebec ,Sexual violations against children,2705,32.2
2018,Quebec ,"Theft over $5,000",3531,42.03
